id,code,description,city,city_eng,street,area,zip,building,latitude,longitude,count
606,WRO57M,Na parkingu Lidla,Wrocław,wroclaw,Powstańców Śląskich,dolnośląskie,53-140,211A,51.077,17.00658,0
607,WRO58M,Przy serwisie ULDA,Wrocław,wroclaw,Kowalska,dolnośląskie,51-424,112,51.13258,17.10981,0
608,WRO59M,Po lewej stronie od wjazdu.,Wrocław,wroclaw,Średzka,dolnośląskie,54-017,40,51.1464,16.8639,0
609,WRO60M,Przy sklepie Lidl,Wrocław,wroclaw,Borowska,dolnośląskie,50-552,134,51.08275,17.03516,0
610,WRO61M,Przy sklepie Lidl,Wrocław,wroclaw,Bierutowska,dolnośląskie,51-317,4-6,51.14839,17.11725,0
611,WRO62M,Przy sklepie Lidl,Wrocław,wroclaw,Daktylowa,dolnośląskie,54-054,8,51.15499,16.89648,0
612,WRO63M,Przy sklepie Lidl,Wrocław,wroclaw,Parafialna,dolnośląskie,52-223,60,51.05978,17.02481,0
613,WRO64M,Przy sklepie Lidl,Wrocław,wroclaw,Hubska,dolnośląskie,50-502,84-86,51.08865,17.04735,0
614,WRO65M,Przy sklepie Lidl,Wrocław,wroclaw,Gubińska,dolnośląskie,54-434,4,51.11273,16.9579,0
615,WRO67M,Na terenie Spółdzielni Mieszkaniowej Huby,Wrocław,wroclaw,Ciepła,dolnośląskie,50-521,22,51.09172,17.03565,0
616,WRO68M,Przy parkingu na ulicy Modelskiego,Wrocław,wroclaw,Modelskiego,dolnośląskie,54-702,1,51.16301,16.87447,0
617,WRO69M,Naprzeciwko Apteki Silesia,Wrocław,wroclaw,Dworcowa,dolnośląskie,50-456,33,51.09961,17.03887,0
618,WRO70M,Na terenie Myjni,Wrocław,wroclaw,Międzyleska 6b,dolnośląskie,50-514,6B,51.08025,17.06856,0
619,WRO71M,Przy Myjni,Wrocław,wroclaw,Pełczyńska,dolnośląskie,51-180,113,51.1743,16.99432,0
620,WRO72M,Za sklepem Lidl,Wrocław,wroclaw,Wilanowska,dolnośląskie,51-206,4,51.15434,17.12835,0
621,WRO73M,Przy Lidlu,Wrocław,wroclaw,Braniborska,dolnośląskie,53-680,82,51.11165,17.00748,0
622,WRO74M,Na parkingu przy Lidlu,Wrocław,wroclaw,Balonowa,dolnośląskie,54-129,30,51.1221,16.9612,0
623,WRO75M,Przy Lidlu,Wrocław,wroclaw,Gagarina,dolnośląskie,54-620,21,51.0956,16.93337,0
624,WRO76M,Po lewej stronie od wejścia.,Wrocław,wroclaw,Dokerska 2a,dolnośląskie,54-142,2A,51.1378,16.9656,0
625,WRO77M,Przy Arkadach Wrocławskich,Wrocław,wroclaw,Powstańców Śląskich,dolnośląskie,53-332,2-4,51.0992,17.02758,0
626,WRO79M,Przy Circle K,Wrocław,wroclaw,Sucha,dolnośląskie,50-086,15C,51.09614,17.0397,0
627,WRO80M,Przy wejściu do Sky Tower,Wrocław,wroclaw,Powstańców Śląskich,dolnośląskie,53-332,95,51.09523,17.01939,0
628,WRO81M,Przed wjazdem po prawej stronie.,Wrocław,wroclaw,Starogajowa,dolnośląskie,54-047,6,51.1437,16.8987,0
629,WRO82M,Przy siedzibie S.M. Wojewodzianka,Wrocław,wroclaw,Drukarska,dolnośląskie,53-312,38,51.08873,17.02059,0
630,WRO83M,W lini płotu. obok wjazdu na teren parkingu,Wrocław,wroclaw,Rychtalska,dolnośląskie,50-304,7,51.12899,17.04753,0
631,WRO85M,Przy wiatach,Wrocław,wroclaw,Sarnia,dolnośląskie,52-129,4,51.04961,17.05884,0
632,WRO86M,Przy parkingu firmy Dan-mark,Wrocław,wroclaw,Stabłowicka,dolnośląskie,54-062,118,51.16738,16.89862,0
633,WRO87M,Przy sklepie Aldi,Wrocław,wroclaw,Długosza,dolnośląskie,51-162,14,51.13312,17.0601,0
634,WRO88M,W uliczce pomiędzy kamienicami,Wrocław,wroclaw,Plac Teatralny,dolnośląskie,50-051,3,51.10534,17.0324,0
635,WRO89M,Przy wjeździe na parking TBS,Wrocław,wroclaw,Afgańska,dolnośląskie,52-117,3,51.06209,17.08242,0
636,WRO90M,Przy firmie Future World,Wrocław,wroclaw,Ożynowa,dolnośląskie,53-009,51B,51.06509,17.01099,0
637,WRO911,Market Dino,Wrocław,wroclaw,Zielińskiego,dolnośląskie,53-534,22A,51.0997,17.02386,0
638,WRO91M,Przy przystanku autobusowym. obok wjazdu na teren UEW,Wrocław,wroclaw,Kamienna,dolnośląskie,53-307,61/63,51.08946,17.02713,0
639,WRO92M,Obok budynku "E" Uniwersytetu Ekonomicznego. od strony ul. Komandorskiej,Wrocław,wroclaw,Komandorska,dolnośląskie,53-345,118/120,51.09149,17.02485,0
640,WRO93M,Przy sklepie odzieżowym.,Wrocław,wroclaw,Hubska,dolnośląskie,50-502,80,51.08933,17.04531,0
641,WRO94M,Przy budynku od ulicy Pięknej,Wrocław,wroclaw,Piękna,dolnośląskie,50-506,56,51.08528,17.05667,0
642,WRO95M,Przy budynku mieszkaniowym,Wrocław,wroclaw,Wielka,dolnośląskie,50-529,33,51.09283,17.02136,0
643,WRO96M,Z tyłu budynku,Wrocław,wroclaw,Brzoskwiniowa,dolnośląskie,50-539,8,51.08088,17.03851,0
644,WRO97M,Przy wjeździe,Wrocław,wroclaw,Pęgowska,dolnośląskie,51-180,6,51.19636,16.97794,0
645,WRO986,Przy Centrum Handlowym Młyn,Wrocław,wroclaw,Krzywoustego,dolnośląskie,51-421,110,51.14081,17.08432,0
646,WRO98M,Za stacją Lotos,Wrocław,wroclaw,Aleja Karkonoska,dolnośląskie,53-015,49,51.06273,16.99796,0
647,WRO99M,Przy drodze,Wrocław,wroclaw,Opolska,dolnośląskie,52-010,15E,51.07974,17.07997,0
